chrom	start	end	coverage	sample
MN908947.3	0	200	854.14	ERR5405022
MN908947.3	200	400	582.66	ERR5405022
MN908947.3	400	600	626.61	ERR5405022
MN908947.3	600	800	1380.33	ERR5405022
MN908947.3	800	1000	2322	ERR5405022
MN908947.3	1000	1200	343.8	ERR5405022
MN908947.3	1200	1400	276.3	ERR5405022
MN908947.3	1400	1600	440.21	ERR5405022
MN908947.3	1600	1800	265.65	ERR5405022
MN908947.3	1800	2000	180.8	ERR5405022
MN908947.3	2000	2200	158.01	ERR5405022
MN908947.3	2200	2400	226.71	ERR5405022
MN908947.3	2400	2600	219.32	ERR5405022
MN908947.3	2600	2800	246.7	ERR5405022
MN908947.3	2800	3000	261.89	ERR5405022
MN908947.3	3000	3200	255.84	ERR5405022
MN908947.3	3200	3400	1852.41	ERR5405022
MN908947.3	3400	3600	803.75	ERR5405022
MN908947.3	3600	3800	170.26	ERR5405022
MN908947.3	3800	4000	312.25	ERR5405022
MN908947.3	4000	4200	465.61	ERR5405022
MN908947.3	4200	4400	873.75	ERR5405022
MN908947.3	4400	4600	1705.01	ERR5405022
MN908947.3	4600	4800	734.13	ERR5405022
MN908947.3	4800	5000	689.62	ERR5405022
MN908947.3	5000	5200	574	ERR5405022
MN908947.3	5200	5400	530.06	ERR5405022
MN908947.3	5400	5600	842.08	ERR5405022
MN908947.3	5600	5800	2201.11	ERR5405022
MN908947.3	5800	6000	1395.65	ERR5405022
MN908947.3	6000	6200	205.4	ERR5405022
MN908947.3	6200	6400	2522.6	ERR5405022
MN908947.3	6400	6600	1331.05	ERR5405022
MN908947.3	6600	6800	612.04	ERR5405022
MN908947.3	6800	7000	276.14	ERR5405022
MN908947.3	7000	7200	78.85	ERR5405022
MN908947.3	7200	7400	272.53	ERR5405022
MN908947.3	7400	7600	1538.16	ERR5405022
MN908947.3	7600	7800	456.26	ERR5405022
MN908947.3	7800	8000	476.9	ERR5405022
MN908947.3	8000	8200	1810.58	ERR5405022
MN908947.3	8200	8400	834.11	ERR5405022
MN908947.3	8400	8600	290.84	ERR5405022
MN908947.3	8600	8800	236.13	ERR5405022
MN908947.3	8800	9000	330.23	ERR5405022
MN908947.3	9000	9200	635.47	ERR5405022
MN908947.3	9200	9400	1095.73	ERR5405022
MN908947.3	9400	9600	1314.42	ERR5405022
MN908947.3	9600	9800	674.56	ERR5405022
MN908947.3	9800	10000	432.79	ERR5405022
MN908947.3	10000	10200	418.94	ERR5405022
MN908947.3	10200	10400	669.77	ERR5405022
MN908947.3	10400	10600	1453.56	ERR5405022
MN908947.3	10600	10800	1026.33	ERR5405022
MN908947.3	10800	11000	181.09	ERR5405022
MN908947.3	11000	11200	2042.73	ERR5405022
MN908947.3	11200	11400	2371.34	ERR5405022
MN908947.3	11400	11600	503.77	ERR5405022
MN908947.3	11600	11800	2485.48	ERR5405022
MN908947.3	11800	12000	1389.98	ERR5405022
MN908947.3	12000	12200	1175.88	ERR5405022
MN908947.3	12200	12400	2544.1	ERR5405022
MN908947.3	12400	12600	1098.31	ERR5405022
MN908947.3	12600	12800	1081.36	ERR5405022
MN908947.3	12800	13000	1342.55	ERR5405022
MN908947.3	13000	13200	1263.25	ERR5405022
MN908947.3	13200	13400	1285	ERR5405022
MN908947.3	13400	13600	220.59	ERR5405022
MN908947.3	13600	13800	134.29	ERR5405022
MN908947.3	13800	14000	262.06	ERR5405022
MN908947.3	14000	14200	1303.65	ERR5405022
MN908947.3	14200	14400	847.22	ERR5405022
MN908947.3	14400	14600	705.55	ERR5405022
MN908947.3	14600	14800	2529.04	ERR5405022
MN908947.3	14800	15000	1186.46	ERR5405022
MN908947.3	15000	15200	134.11	ERR5405022
MN908947.3	15200	15400	1095.68	ERR5405022
MN908947.3	15400	15600	766.25	ERR5405022
MN908947.3	15600	15800	947.07	ERR5405022
MN908947.3	15800	16000	1775.56	ERR5405022
MN908947.3	16000	16200	2632.31	ERR5405022
MN908947.3	16200	16400	505.9	ERR5405022
MN908947.3	16400	16600	1221.8	ERR5405022
MN908947.3	16600	16800	1441.53	ERR5405022
MN908947.3	16800	17000	1124.7	ERR5405022
MN908947.3	17000	17200	1849.99	ERR5405022
MN908947.3	17200	17400	3575.02	ERR5405022
MN908947.3	17400	17600	921.18	ERR5405022
MN908947.3	17600	17800	974.95	ERR5405022
MN908947.3	17800	18000	1581.73	ERR5405022
MN908947.3	18000	18200	655.33	ERR5405022
MN908947.3	18200	18400	1589.53	ERR5405022
MN908947.3	18400	18600	2921.14	ERR5405022
MN908947.3	18600	18800	1098.28	ERR5405022
MN908947.3	18800	19000	1153.69	ERR5405022
MN908947.3	19000	19200	2290.97	ERR5405022
MN908947.3	19200	19400	522.24	ERR5405022
MN908947.3	19400	19600	76.19	ERR5405022
MN908947.3	19600	19800	849.59	ERR5405022
MN908947.3	19800	20000	447.21	ERR5405022
MN908947.3	20000	20200	98.38	ERR5405022
MN908947.3	20200	20400	160.09	ERR5405022
MN908947.3	20400	20600	291.35	ERR5405022
MN908947.3	20600	20800	487.34	ERR5405022
MN908947.3	20800	21000	1787.02	ERR5405022
MN908947.3	21000	21200	779.84	ERR5405022
MN908947.3	21200	21400	63.4	ERR5405022
MN908947.3	21400	21600	313.52	ERR5405022
MN908947.3	21600	21800	271.56	ERR5405022
MN908947.3	21800	22000	206.84	ERR5405022
MN908947.3	22000	22200	671.48	ERR5405022
MN908947.3	22200	22400	287.84	ERR5405022
MN908947.3	22400	22600	152.52	ERR5405022
MN908947.3	22600	22800	1598.64	ERR5405022
MN908947.3	22800	23000	561.66	ERR5405022
MN908947.3	23000	23200	422.72	ERR5405022
MN908947.3	23200	23400	2896.45	ERR5405022
MN908947.3	23400	23600	861.34	ERR5405022
MN908947.3	23600	23800	416.08	ERR5405022
MN908947.3	23800	24000	385.79	ERR5405022
MN908947.3	24000	24200	335.88	ERR5405022
MN908947.3	24200	24400	464.13	ERR5405022
MN908947.3	24400	24600	1118.65	ERR5405022
MN908947.3	24600	24800	1181.59	ERR5405022
MN908947.3	24800	25000	1011.32	ERR5405022
MN908947.3	25000	25200	2324.75	ERR5405022
MN908947.3	25200	25400	854.72	ERR5405022
MN908947.3	25400	25600	692.56	ERR5405022
MN908947.3	25600	25800	443.79	ERR5405022
MN908947.3	25800	26000	327.35	ERR5405022
MN908947.3	26000	26200	4.07	ERR5405022
MN908947.3	26200	26400	1435.95	ERR5405022
MN908947.3	26400	26600	1462.38	ERR5405022
MN908947.3	26600	26800	711.39	ERR5405022
MN908947.3	26800	27000	394.24	ERR5405022
MN908947.3	27000	27200	407.48	ERR5405022
MN908947.3	27200	27400	810.88	ERR5405022
MN908947.3	27400	27600	273.07	ERR5405022
MN908947.3	27600	27800	19.45	ERR5405022
MN908947.3	27800	28000	332.87	ERR5405022
MN908947.3	28000	28200	956.41	ERR5405022
MN908947.3	28200	28400	1901.63	ERR5405022
MN908947.3	28400	28600	399.93	ERR5405022
MN908947.3	28600	28800	338.04	ERR5405022
MN908947.3	28800	29000	363.07	ERR5405022
MN908947.3	29000	29200	446.09	ERR5405022
MN908947.3	29200	29400	520.62	ERR5405022
MN908947.3	29400	29600	1588.44	ERR5405022
MN908947.3	29600	29800	1012.24	ERR5405022
MN908947.3	29800	29903	71.94	ERR5405022
