chrom	start	end	coverage	sample
MN908947.3	0	200	3216	ERR5181310
MN908947.3	200	400	5206.6	ERR5181310
MN908947.3	400	600	846.03	ERR5181310
MN908947.3	600	800	7502.37	ERR5181310
MN908947.3	800	1000	12572.39	ERR5181310
MN908947.3	1000	1200	2286.94	ERR5181310
MN908947.3	1200	1400	1023.12	ERR5181310
MN908947.3	1400	1600	72.67	ERR5181310
MN908947.3	1600	1800	3334.04	ERR5181310
MN908947.3	1800	2000	11705.69	ERR5181310
MN908947.3	2000	2200	19783.6	ERR5181310
MN908947.3	2200	2400	6622.76	ERR5181310
MN908947.3	2400	2600	7414.46	ERR5181310
MN908947.3	2600	2800	15220.56	ERR5181310
MN908947.3	2800	3000	6592.32	ERR5181310
MN908947.3	3000	3200	4738.37	ERR5181310
MN908947.3	3200	3400	21626.02	ERR5181310
MN908947.3	3400	3600	12067.64	ERR5181310
MN908947.3	3600	3800	4224.53	ERR5181310
MN908947.3	3800	4000	8360.7	ERR5181310
MN908947.3	4000	4200	6099.78	ERR5181310
MN908947.3	4200	4400	6210.32	ERR5181310
MN908947.3	4400	4600	11846.11	ERR5181310
MN908947.3	4600	4800	4891.45	ERR5181310
MN908947.3	4800	5000	5129.17	ERR5181310
MN908947.3	5000	5200	19071.26	ERR5181310
MN908947.3	5200	5400	8093.59	ERR5181310
MN908947.3	5400	5600	2031.86	ERR5181310
MN908947.3	5600	5800	18504.51	ERR5181310
MN908947.3	5800	6000	12063.08	ERR5181310
MN908947.3	6000	6200	3133.58	ERR5181310
MN908947.3	6200	6400	24994.2	ERR5181310
MN908947.3	6400	6600	14308.5	ERR5181310
MN908947.3	6600	6800	8327.25	ERR5181310
MN908947.3	6800	7000	21453.53	ERR5181310
MN908947.3	7000	7200	8788.81	ERR5181310
MN908947.3	7200	7400	8057.04	ERR5181310
MN908947.3	7400	7600	26594.83	ERR5181310
MN908947.3	7600	7800	10760.56	ERR5181310
MN908947.3	7800	8000	6073.92	ERR5181310
MN908947.3	8000	8200	15957.86	ERR5181310
MN908947.3	8200	8400	10062.43	ERR5181310
MN908947.3	8400	8600	2492.15	ERR5181310
MN908947.3	8600	8800	9056.55	ERR5181310
MN908947.3	8800	9000	9094.44	ERR5181310
MN908947.3	9000	9200	4686.12	ERR5181310
MN908947.3	9200	9400	4132.63	ERR5181310
MN908947.3	9400	9600	3518.74	ERR5181310
MN908947.3	9600	9800	1047.67	ERR5181310
MN908947.3	9800	10000	5734.79	ERR5181310
MN908947.3	10000	10200	5804.4	ERR5181310
MN908947.3	10200	10400	5988.05	ERR5181310
MN908947.3	10400	10600	16595.72	ERR5181310
MN908947.3	10600	10800	10024.82	ERR5181310
MN908947.3	10800	11000	332.69	ERR5181310
MN908947.3	11000	11200	13744.06	ERR5181310
MN908947.3	11200	11400	13831.14	ERR5181310
MN908947.3	11400	11600	2109.39	ERR5181310
MN908947.3	11600	11800	17621.32	ERR5181310
MN908947.3	11800	12000	12367.01	ERR5181310
MN908947.3	12000	12200	7856.94	ERR5181310
MN908947.3	12200	12400	9506.84	ERR5181310
MN908947.3	12400	12600	4418.77	ERR5181310
MN908947.3	12600	12800	6158.7	ERR5181310
MN908947.3	12800	13000	11650.48	ERR5181310
MN908947.3	13000	13200	5990.38	ERR5181310
MN908947.3	13200	13400	6278.72	ERR5181310
MN908947.3	13400	13600	14629.17	ERR5181310
MN908947.3	13600	13800	4435.16	ERR5181310
MN908947.3	13800	14000	3913.73	ERR5181310
MN908947.3	14000	14200	14142.25	ERR5181310
MN908947.3	14200	14400	6349.52	ERR5181310
MN908947.3	14400	14600	3886.33	ERR5181310
MN908947.3	14600	14800	10575.96	ERR5181310
MN908947.3	14800	15000	5539.6	ERR5181310
MN908947.3	15000	15200	3155.78	ERR5181310
MN908947.3	15200	15400	14597.72	ERR5181310
MN908947.3	15400	15600	10717.89	ERR5181310
MN908947.3	15600	15800	4933.9	ERR5181310
MN908947.3	15800	16000	9219.86	ERR5181310
MN908947.3	16000	16200	11834.57	ERR5181310
MN908947.3	16200	16400	298.66	ERR5181310
MN908947.3	16400	16600	13038.82	ERR5181310
MN908947.3	16600	16800	17150.22	ERR5181310
MN908947.3	16800	17000	2397.93	ERR5181310
MN908947.3	17000	17200	11641.49	ERR5181310
MN908947.3	17200	17400	21497.51	ERR5181310
MN908947.3	17400	17600	7017.77	ERR5181310
MN908947.3	17600	17800	7097.71	ERR5181310
MN908947.3	17800	18000	10276.1	ERR5181310
MN908947.3	18000	18200	3984.83	ERR5181310
